N_LONG,N_SHORT,Score,ExpExcess,ExpNominal,Beta,VolMonthly,SharpeAnn,CashAbs
119,70,1.0766725564881212,0.01250362468450147,0.01592355812663507,-3.176489249849521e-16,0.011597616195411954,3.7347180433331553,0.0
151,55,1.0766691808604414,0.012553252839380986,0.015973186281514586,-3.217912047936977e-16,0.01164282442882646,3.7349823234013524,0.0
135,52,1.0766657626362641,0.0129323316030924,0.016352265045226,5.67471417078913e-16,0.011992933895617616,3.735442151493852,0.0
108,72,1.0766599574052376,0.012725097341358266,0.016145030783491866,1.2984405217686401e-15,0.011803246379568049,3.734653063693609,0.0
89,79,1.0766566434188523,0.01312871838427817,0.01654865182641177,2.5847379792054426e-16,0.012175109771237461,3.7354254223733614,0.0
110,94,1.0766472435875056,0.011870582053880018,0.015290515496013618,-2.5500435096859064e-16,0.011013074527037774,3.7338258598465557,0.0
120,86,1.0766364704588247,0.011820008545118783,0.015239941987252384,2.8189256484623115e-17,0.010965534366612692,3.734036967387333,0.0
121,50,1.0766249866312452,0.013247838649478897,0.016667772091612496,-1.516256738220978e-16,0.0122848205023515,3.735655661713561,0.0
183,83,1.0766089276388007,0.010658422203024199,0.0140783556451578,3.4998046127832083e-16,0.009890362551944702,3.733114673441009,0.0
157,54,1.076591263457499,0.012518674102135386,0.015938607544268985,-4.3194614551822497e-16,0.01161011256116049,3.735188521915219,0.0
130,72,1.0765752236200723,0.012209119933479139,0.01562905337561274,-9.237402509576498e-17,0.01132621515293124,3.7341363827112173,0.0
158,55,1.0765640257308007,0.012450274360493056,0.015870207802626657,3.2197635571634607e-16,0.011548203532339927,3.734694786103519,0.0
131,73,1.0765548557018294,0.012160738845573553,0.015580672287707154,-1.249000902703301e-16,0.011281867962675548,3.733959235792136,0.0
121,86,1.0765438394284323,0.011816272145480698,0.015236205587614298,1.0306019275832523e-16,0.010963057999690882,3.7336997966462544,0.0
158,58,1.0765270760684735,0.012317455213109983,0.015737388655243583,3.95516952522712e-16,0.011425423000202101,3.7345590178469967,0.0
103,87,1.0765259805983538,0.01223900846467308,0.01565894190680668,1.6922227508153753e-15,0.011354049314931737,3.7341011840068417,0.0
142,51,1.076507596954886,0.012829930306147685,0.016249863748281284,2.6383920271029277e-16,0.011900233610819471,3.7347319178022853,0.0
107,72,1.0764971600838447,0.012735134117801654,0.016155067559935253,2.5869063835504136e-15,0.0118142514096839,3.734117138417405,0.0
150,57,1.076491812856281,0.012458667870432205,0.015878601312565806,2.7885679876327174e-16,0.011556257019706964,3.7346081364261163,0.0
136,52,1.0764830531180685,0.01289504770351799,0.01631498114565159,7.979727989493313e-16,0.011960517604736487,3.73476776283874,0.0
