Date,RF,Mkt-RF,SMB,HML,RMW,CMA,Mkt
1963-07-01,0.002700,-0.003900,   -0.48,   -0.81,    0.64,   -1.15,-0.001200
1963-08-01,0.002500,0.050800,   -0.80,    1.70,    0.40,   -0.38,0.053300
1963-09-01,0.002700,-0.015700,   -0.43,    0.00,   -0.78,    0.15,-0.013000
1963-10-01,0.002900,0.025400,   -1.34,   -0.04,    2.79,   -2.25,0.028300
1963-11-01,0.002700,-0.008600,   -0.85,    1.73,   -0.43,    2.27,-0.005900
1963-12-01,0.002900,0.018300,   -1.89,   -0.21,    0.12,   -0.25,0.021200
1964-01-01,0.003000,0.022700,    0.10,    1.63,    0.21,    1.48,0.025700
1964-02-01,0.002600,0.015500,    0.33,    2.81,    0.11,    0.81,0.018100
1964-03-01,0.003100,0.014100,    1.41,    3.29,   -2.03,    2.98,0.017200
1964-04-01,0.002900,0.001100,   -1.48,   -0.54,   -1.32,   -1.13,0.004000
1964-05-01,0.002600,0.014100,   -0.62,    1.81,   -0.15,    0.13,0.016700
1964-06-01,0.003000,0.012700,    0.13,    0.68,   -0.33,    0.10,0.015700
1964-07-01,0.003000,0.017400,    0.50,    0.79,    0.15,    1.85,0.020400
1964-08-01,0.002800,-0.014400,    0.29,    0.07,    0.15,    0.31,-0.011600
1964-09-01,0.002800,0.026900,   -0.34,    1.72,   -0.50,    0.56,0.029700
1964-10-01,0.002900,0.006000,    0.90,    1.08,   -0.20,    0.52,0.008900
1964-11-01,0.002900,-0.000100,   -0.24,   -2.04,    0.71,   -0.16,0.002800
1964-12-01,0.003100,0.000400,   -0.65,   -2.43,    0.95,   -1.55,0.003500
1965-01-01,0.002800,0.035400,    2.50,    0.36,    0.94,   -0.02,0.038200
1965-02-01,0.003000,0.004400,    3.24,    0.22,    0.26,   -0.62,0.007400
1965-03-01,0.003600,-0.013400,    2.08,    1.15,   -0.29,    0.65,-0.009800
1965-04-01,0.003100,0.031100,    1.14,    0.73,    0.29,   -2.27,0.034200
1965-05-01,0.003100,-0.007800,    0.05,   -1.55,   -0.42,    0.59,-0.004700
1965-06-01,0.003500,-0.055100,   -4.20,    0.23,    0.24,    0.43,-0.051600
1965-07-01,0.003100,0.014400,    1.10,    2.19,   -1.41,   -0.08,0.017500
1965-08-01,0.003300,0.027300,    2.77,   -0.98,    2.03,   -0.81,0.030600
1965-09-01,0.003100,0.028600,    0.70,   -0.14,   -0.85,    0.73,0.031700
1965-10-01,0.003100,0.026000,    3.45,    1.55,    1.19,   -0.76,0.029100
1965-11-01,0.003500,-0.000200,    5.22,    0.16,   -1.08,   -0.87,0.003300
1965-12-01,0.003300,0.010100,    2.62,    2.15,   -1.30,   -0.55,0.013400
1966-01-01,0.003800,0.007200,    4.85,    3.27,   -2.65,   -0.26,0.011000
1966-02-01,0.003500,-0.012100,    4.79,    0.38,   -0.16,   -1.45,-0.008600
1966-03-01,0.003800,-0.025100,    0.21,   -2.13,    1.29,   -0.05,-0.021300
1966-04-01,0.003400,0.021300,    3.33,   -0.36,    0.42,   -0.92,0.024700
1966-05-01,0.004100,-0.056700,   -5.11,   -1.60,    1.64,   -1.48,-0.052600
1966-06-01,0.003800,-0.014400,    1.32,    0.49,    0.08,    0.79,-0.010600
1966-07-01,0.003500,-0.016300,   -0.38,    0.91,   -0.38,    1.74,-0.012800
1966-08-01,0.004100,-0.079400,   -3.15,    0.50,   -0.64,    0.77,-0.075300
1966-09-01,0.004000,-0.010600,   -1.02,    0.48,   -1.19,    2.35,-0.006600
1966-10-01,0.004500,0.038600,   -6.48,    2.74,   -3.91,    4.23,0.043100
1966-11-01,0.004000,0.013800,    3.34,   -4.63,    4.66,   -6.51,0.017800
1966-12-01,0.004000,0.001300,    1.88,   -0.95,    0.17,   -0.16,0.005300
1967-01-01,0.004300,0.081500,    8.98,    2.36,    1.29,   -3.06,0.085800
1967-02-01,0.003600,0.007700,    3.01,   -2.26,    1.66,   -0.93,0.011300
1967-03-01,0.003900,0.040000,    1.77,    0.47,    0.82,   -1.50,0.043900
1967-04-01,0.003200,0.038900,    0.43,   -2.29,    3.09,   -3.72,0.042100
1967-05-01,0.003300,-0.043200,    2.45,    0.80,   -1.19,    1.62,-0.039900
1967-06-01,0.002700,0.024200,    6.42,    0.80,   -0.84,   -2.49,0.026900
1967-07-01,0.003200,0.045800,    3.58,    2.75,    0.45,    2.66,0.049000
1967-08-01,0.003100,-0.009000,    0.77,    1.43,    0.30,    1.35,-0.005900
1967-09-01,0.003200,0.031100,    2.43,   -2.47,    0.22,   -0.93,0.034300
1967-10-01,0.003900,-0.030800,    0.57,   -3.29,    0.97,   -2.74,-0.026900
1967-11-01,0.003600,0.003700,   -0.06,   -1.71,    1.31,   -2.28,0.007300
1967-12-01,0.003300,0.030500,    5.59,   -0.54,   -0.74,   -0.03,0.033800
1968-01-01,0.004000,-0.040300,    4.68,    4.85,   -4.89,    6.46,-0.036300
1968-02-01,0.003900,-0.037400,   -2.92,    1.23,   -0.08,    2.46,-0.033500
1968-03-01,0.003800,0.002100,   -1.55,   -0.63,    1.07,   -1.15,0.005900
1968-04-01,0.004300,0.090100,    6.17,   -1.10,    2.79,   -3.73,0.094400
1968-05-01,0.004500,0.022800,    6.97,    0.82,    0.49,   -1.92,0.027300
1968-06-01,0.004300,0.007000,   -0.33,    0.66,   -1.56,    2.80,0.011300
1968-07-01,0.004800,-0.026900,   -1.39,    5.31,   -3.18,    3.79,-0.022100
1968-08-01,0.004200,0.013500,    2.33,    0.99,   -0.66,    0.47,0.017700
1968-09-01,0.004300,0.040500,    2.81,    0.30,   -1.94,    0.87,0.044800
1968-10-01,0.004400,0.004400,   -0.43,    2.82,   -1.36,    2.84,0.008800
1968-11-01,0.004200,0.054200,    2.39,   -0.96,    0.44,   -2.51,0.058400
1968-12-01,0.004300,-0.039300,    3.55,    0.04,   -1.91,    1.93,-0.035000
1969-01-01,0.005300,-0.012500,   -0.42,    1.66,   -1.52,    1.29,-0.007200
1969-02-01,0.004600,-0.058600,   -4.16,    0.89,    1.99,    0.75,-0.054000
1969-03-01,0.004600,0.026700,   -0.51,   -0.42,   -1.34,   -0.44,0.031300
1969-04-01,0.005300,0.014700,   -0.78,    0.02,    0.28,   -0.16,0.020000
1969-05-01,0.004800,-0.001000,   -0.18,    0.62,   -0.87,    1.05,0.003800
1969-06-01,0.005100,-0.071800,   -5.47,   -1.10,    4.27,   -1.63,-0.066700
1969-07-01,0.005300,-0.070000,   -3.39,    1.18,    1.51,    1.84,-0.064700
1969-08-01,0.005000,0.046900,    0.58,   -3.75,    1.06,   -3.98,0.051900
1969-09-01,0.006200,-0.029700,    1.29,   -3.22,    3.36,   -0.62,-0.023500
1969-10-01,0.006000,0.050500,    3.91,   -3.12,    0.08,   -2.08,0.056500
1969-11-01,0.005200,-0.038000,   -2.42,   -1.25,    1.40,    0.21,-0.032800
1969-12-01,0.006400,-0.026300,   -3.72,   -2.88,    2.55,   -1.92,-0.019900
1970-01-01,0.006000,-0.081100,    3.08,    3.17,   -1.75,    3.96,-0.075100
1970-02-01,0.006200,0.051400,   -2.57,    3.69,   -2.41,    2.87,0.057600
1970-03-01,0.005700,-0.010600,   -2.42,    4.08,   -1.06,    4.42,-0.004900
1970-04-01,0.005000,-0.109900,   -6.34,    6.14,   -0.63,    5.90,-0.104900
1970-05-01,0.005300,-0.069100,   -4.46,    3.32,   -1.29,    3.79,-0.063800
1970-06-01,0.005800,-0.058000,   -2.10,    0.44,    0.14,    2.71,-0.052200
1970-07-01,0.005200,0.069200,   -0.66,    0.93,   -0.30,    1.72,0.074400
1970-08-01,0.005300,0.045000,    1.44,    1.41,    0.57,   -0.14,0.050300
1970-09-01,0.005400,0.041800,    8.50,   -5.41,    0.25,   -5.98,0.047200
1970-10-01,0.004600,-0.022800,   -4.36,    0.21,    1.81,    2.25,-0.018200
1970-11-01,0.004600,0.046200,   -3.88,    1.58,    1.53,    1.39,0.050800
1970-12-01,0.004200,0.057400,    2.89,    1.04,    0.28,    0.30,0.061600
1971-01-01,0.003800,0.048300,    7.44,    1.55,   -2.02,   -0.06,0.052100
1971-02-01,0.003300,0.014100,    2.01,   -1.24,    0.64,   -0.80,0.017400
1971-03-01,0.003000,0.041200,    2.22,   -3.95,    1.78,   -2.65,0.044200
1971-04-01,0.002800,0.031500,   -0.36,    0.86,   -1.46,    0.85,0.034300
1971-05-01,0.002900,-0.040000,   -1.12,   -1.33,    1.49,    0.20,-0.037100
1971-06-01,0.003700,-0.000900,   -1.51,   -1.97,    1.58,   -1.67,0.002800
1971-07-01,0.004000,-0.044900,   -1.43,   -0.02,    0.58,    1.39,-0.040900
1971-08-01,0.004700,0.037900,   -0.23,    2.64,   -0.43,    2.59,0.042600
1971-09-01,0.003700,-0.008600,    0.26,   -2.90,    2.54,   -1.58,-0.004900
1971-10-01,0.003700,-0.044200,   -1.59,   -0.51,    1.56,   -1.39,-0.040500
1971-11-01,0.003700,-0.004600,   -2.86,   -1.67,    2.41,   -0.44,-0.000900
1971-12-01,0.003700,0.087100,    3.24,   -0.38,   -0.43,   -1.68,0.090800
1972-01-01,0.002900,0.024700,    6.09,    2.12,   -1.69,    0.54,0.027600
1972-02-01,0.002500,0.028700,    0.87,   -2.83,    1.69,   -0.50,0.031200
1972-03-01,0.002700,0.006200,   -0.47,   -1.61,    1.58,   -0.20,0.008900
1972-04-01,0.002900,0.002900,    0.27,    0.03,   -0.41,   -1.06,0.005800
1972-05-01,0.003000,0.012900,   -3.12,   -2.72,    2.40,   -1.97,0.015900
1972-06-01,0.002900,-0.024600,   -0.43,   -2.46,    1.78,   -0.35,-0.021700
1972-07-01,0.003100,-0.008000,   -2.79,    0.60,    1.20,   -0.71,-0.004900
1972-08-01,0.002900,0.032700,   -3.46,    4.56,   -2.04,    2.90,0.035600
1972-09-01,0.003400,-0.011400,   -2.24,    0.49,    1.65,   -1.97,-0.008000
1972-10-01,0.004000,0.005200,   -2.55,    1.22,   -0.11,    0.03,0.009200
1972-11-01,0.003700,0.045900,   -0.59,    4.88,   -1.98,    3.34,0.049600
1972-12-01,0.003700,0.006200,   -1.89,   -2.18,    2.58,   -2.14,0.009900
1973-01-01,0.004400,-0.032800,   -2.82,    2.70,    0.40,    0.90,-0.028400
1973-02-01,0.004200,-0.048500,   -3.94,    1.64,   -0.29,    0.05,-0.044300
1973-03-01,0.004600,-0.013000,   -2.29,    2.57,   -0.96,    0.50,-0.008400
1973-04-01,0.005200,-0.056800,   -2.92,    5.39,   -1.55,    2.52,-0.051600
1973-05-01,0.005100,-0.029700,   -6.12,    0.38,    1.97,   -1.70,-0.024600
1973-06-01,0.005100,-0.015700,   -2.48,    1.14,   -0.20,    0.09,-0.010600
1973-07-01,0.006400,0.050400,    7.19,   -5.26,   -0.09,   -3.23,0.056800
1973-08-01,0.007000,-0.038200,   -1.78,    1.03,   -1.32,    1.24,-0.031200
1973-09-01,0.006800,0.047400,    3.58,    2.22,   -2.22,    1.73,0.054200
1973-10-01,0.006500,-0.008300,   -0.27,    1.66,   -1.99,    2.73,-0.001800
1973-11-01,0.005600,-0.127900,   -7.27,    4.09,   -2.77,    1.66,-0.122300
1973-12-01,0.006400,0.005900,   -4.72,    4.01,   -2.89,    2.44,0.012300
1974-01-01,0.006300,-0.001600,   10.39,    5.95,   -2.92,    4.49,0.004700
1974-02-01,0.005800,-0.004600,    0.12,    2.47,   -1.85,    2.67,0.001200
1974-03-01,0.005600,-0.028200,    2.62,   -0.14,    2.90,    0.44,-0.022600
1974-04-01,0.007500,-0.052800,   -0.66,    0.92,    2.71,    2.14,-0.045300
1974-05-01,0.007500,-0.047000,   -3.06,   -2.08,    5.01,   -0.33,-0.039500
1974-06-01,0.006000,-0.028400,   -0.05,    0.83,    0.50,    2.98,-0.022400
1974-07-01,0.007000,-0.080600,    1.84,    5.16,   -3.20,    4.50,-0.073600
1974-08-01,0.006000,-0.093900,    0.28,    2.61,   -0.29,    2.59,-0.087900
1974-09-01,0.008100,-0.117800,    1.47,    5.43,   -4.33,    5.82,-0.109700
1974-10-01,0.005100,0.161000,   -6.78,   -9.91,   -0.29,   -2.91,0.166100
1974-11-01,0.005400,-0.045300,   -1.41,   -0.25,   -3.42,    2.90,-0.039900
1974-12-01,0.007000,-0.034500,   -4.27,    0.12,   -0.76,    3.38,-0.027500
1975-01-01,0.005800,0.136700,   12.88,    8.26,   -0.54,   -1.05,0.142500
1975-02-01,0.004300,0.055600,   -0.69,   -4.47,    1.17,   -2.11,0.059900
1975-03-01,0.004100,0.026600,    3.97,    2.42,    1.25,   -1.34,0.030700
1975-04-01,0.004400,0.042200,   -0.69,   -1.13,    1.39,   -1.37,0.046600
1975-05-01,0.004400,0.052000,    2.98,   -4.05,   -1.13,   -0.56,0.056400
1975-06-01,0.004100,0.048700,    1.33,    1.35,   -2.70,    1.07,0.052800
1975-07-01,0.004800,-0.066000,    3.40,    1.76,    0.45,    1.24,-0.061200
1975-08-01,0.004800,-0.028400,   -2.77,   -0.91,    1.09,   -0.99,-0.023600
1975-09-01,0.005300,-0.042600,   -0.02,    0.33,    0.58,    0.57,-0.037300
1975-10-01,0.005600,0.053200,   -4.25,    0.35,   -0.52,    2.28,0.058800
1975-11-01,0.004100,0.026500,   -1.10,    2.03,   -0.66,    1.74,0.030600
1975-12-01,0.004800,-0.016000,   -0.16,    1.70,   -0.11,    0.77,-0.011200
1976-01-01,0.004700,0.121600,    6.39,    8.63,   -1.75,    2.33,0.126300
1976-02-01,0.003400,0.003200,    7.91,    5.71,   -2.55,    3.70,0.006600
1976-03-01,0.004000,0.023200,   -1.38,   -0.11,   -0.38,    0.99,0.027200
1976-04-01,0.004200,-0.014800,    0.10,   -0.16,    0.45,   -1.05,-0.010600
1976-05-01,0.003700,-0.013500,   -1.09,   -1.29,    2.43,   -1.39,-0.009800
1976-06-01,0.004300,0.040500,   -1.07,    0.73,   -0.67,    1.02,0.044800
1976-07-01,0.004700,-0.010600,    0.61,    1.74,   -1.03,    0.30,-0.005900
1976-08-01,0.004200,-0.005700,   -2.02,    0.79,   -0.40,   -0.57,-0.001500
1976-09-01,0.004400,0.020400,    0.20,   -0.31,    0.98,   -1.14,0.024800
1976-10-01,0.004100,-0.024200,    0.05,   -0.17,   -0.19,   -0.37,-0.020100
1976-11-01,0.004000,0.003700,    2.70,    1.53,   -1.31,    0.07,0.007700
1976-12-01,0.004000,0.056500,    3.60,    2.23,   -0.72,    2.41,0.060500
1977-01-01,0.003600,-0.040400,    5.91,    4.32,   -0.54,    1.93,-0.036800
1977-02-01,0.003500,-0.019400,    1.05,    0.45,   -0.21,   -0.19,-0.015900
1977-03-01,0.003800,-0.013500,    1.29,    1.09,   -0.32,   -0.11,-0.009700
1977-04-01,0.003800,0.001500,    0.60,    3.38,   -1.98,    1.04,0.005300
1977-05-01,0.003700,-0.014700,    1.37,    0.81,    0.43,    0.22,-0.011000
1977-06-01,0.004000,0.047200,    2.10,   -0.62,    0.91,   -1.27,0.051200
1977-07-01,0.004200,-0.016900,    1.81,   -0.60,    0.75,    0.12,-0.012700
1977-08-01,0.004400,-0.017600,    0.93,   -2.77,    1.04,   -0.67,-0.013200
1977-09-01,0.004300,-0.002700,    1.62,   -0.26,    0.92,   -0.65,0.001600
1977-10-01,0.004900,-0.043900,    1.41,    1.62,   -0.09,   -0.46,-0.039000
1977-11-01,0.005000,0.040200,    3.60,    0.23,   -0.06,    0.68,0.045200
1977-12-01,0.004900,0.002700,    1.61,   -0.29,    0.93,   -0.66,0.007600
1978-01-01,0.004900,-0.059900,    2.76,    3.38,   -1.80,    1.56,-0.055000
1978-02-01,0.004600,-0.013900,    3.70,    0.81,    0.30,    1.05,-0.009300
1978-03-01,0.005300,0.028500,    3.65,    1.15,   -0.57,    2.00,0.033800
1978-04-01,0.005400,0.078700,   -0.32,   -3.54,    2.87,   -1.27,0.084100
1978-05-01,0.005100,0.017600,    4.54,   -0.55,    0.20,    0.29,0.022700
1978-06-01,0.005400,-0.016900,    1.64,    0.60,   -1.41,   -0.12,-0.011500
1978-07-01,0.005600,0.051200,    0.17,   -1.00,    1.47,   -0.73,0.056800
1978-08-01,0.005600,0.037900,    4.93,   -0.66,    1.57,    0.50,0.043500
1978-09-01,0.006200,-0.014500,   -0.38,    1.88,   -0.69,    1.57,-0.008300
1978-10-01,0.006800,-0.119100,  -10.04,    1.26,    0.17,    1.14,-0.112300
1978-11-01,0.007000,0.027200,    2.90,   -2.08,    1.09,   -1.19,0.034200
1978-12-01,0.007800,0.008800,    1.01,   -2.14,    2.01,   -1.47,0.016600
1979-01-01,0.007700,0.042200,    3.74,    2.19,   -2.40,    1.58,0.049900
1979-02-01,0.007300,-0.035600,    0.53,    1.17,   -1.11,    0.96,-0.028300
1979-03-01,0.008100,0.056700,    3.17,   -0.68,    0.54,    0.29,0.064800
1979-04-01,0.008000,-0.000700,    2.40,    1.12,    1.14,    0.24,0.007300
1979-05-01,0.008200,-0.022100,    0.18,    1.32,   -1.56,   -0.31,-0.013900
1979-06-01,0.008100,0.038400,    0.94,    1.42,   -1.58,   -0.56,0.046500
1979-07-01,0.007700,0.008300,    1.27,    1.79,   -0.44,    0.52,0.016000
1979-08-01,0.007700,0.055400,    1.85,   -1.58,    1.50,   -1.46,0.063100
1979-09-01,0.008300,-0.008300,   -0.28,   -0.94,    0.84,    0.50,0.000000
1979-10-01,0.008700,-0.081000,   -3.49,   -1.83,    0.96,    0.14,-0.072300
1979-11-01,0.009900,0.052300,    2.51,   -3.21,   -0.03,   -1.83,0.062200
1979-12-01,0.009500,0.017800,    4.27,   -2.13,   -0.67,   -1.01,0.027300
1980-01-01,0.008000,0.055000,    1.88,    1.85,   -1.84,    1.89,0.063000
1980-02-01,0.008900,-0.012300,   -1.62,    0.59,   -0.95,    2.92,-0.003400
1980-03-01,0.012100,-0.128900,   -6.97,   -0.96,    1.82,   -1.05,-0.116800
1980-04-01,0.012600,0.039600,    1.05,    1.03,   -2.18,    0.34,0.052200
1980-05-01,0.008100,0.052600,    2.00,    0.38,    0.43,   -0.63,0.060700
1980-06-01,0.006100,0.029700,    1.46,   -0.80,   -0.20,   -0.81,0.035800
1980-07-01,0.005300,0.065100,    3.74,   -6.29,    4.06,   -2.44,0.070400
1980-08-01,0.006400,0.017500,    4.23,   -2.46,    2.05,   -0.73,0.023900
1980-09-01,0.007500,0.021900,    0.63,   -4.61,    1.90,   -2.86,0.029400
1980-10-01,0.009500,0.010400,    2.21,   -2.93,    1.77,   -1.43,0.019900
1980-11-01,0.009600,0.096000,   -3.27,   -8.11,    4.26,   -5.52,0.105600
1980-12-01,0.013100,-0.044600,   -0.28,    2.80,   -1.27,    1.27,-0.031500
1981-01-01,0.010400,-0.050600,    3.30,    6.74,   -3.38,    4.27,-0.040200
1981-02-01,0.010700,0.006100,   -0.65,    0.97,    0.26,    2.06,0.016800
1981-03-01,0.012100,0.036600,    2.85,    0.61,   -2.27,   -0.56,0.048700
1981-04-01,0.010800,-0.021600,    4.72,    2.28,    0.81,    1.54,-0.010800
1981-05-01,0.011500,0.001300,    2.36,   -0.43,    0.47,   -1.78,0.012800
1981-06-01,0.013500,-0.023400,   -0.93,    5.14,   -1.29,    2.69,-0.009900
1981-07-01,0.012400,-0.015500,   -1.95,   -0.61,    1.08,   -2.66,-0.003100
1981-08-01,0.012800,-0.070200,   -1.82,    4.71,   -0.31,    1.38,-0.057400
1981-09-01,0.012400,-0.072000,   -2.46,    5.11,    0.08,    2.53,-0.059600
1981-10-01,0.012100,0.049200,    2.28,   -4.09,    3.12,   -2.79,0.061300
1981-11-01,0.010700,0.034000,   -1.58,    1.91,    0.14,    1.00,0.044700
1981-12-01,0.008700,-0.036300,    1.18,    0.79,    0.21,    2.45,-0.027600
1982-01-01,0.008000,-0.032300,   -1.10,    3.19,   -1.43,    1.95,-0.024300
1982-02-01,0.009200,-0.058600,    0.40,    6.09,   -3.55,    4.57,-0.049400
1982-03-01,0.009800,-0.018200,    0.02,    3.76,   -1.28,    2.37,-0.008400
1982-04-01,0.011300,0.032400,    1.21,   -3.08,    1.50,   -0.05,0.043700
1982-05-01,0.010600,-0.039300,    0.41,    1.78,    0.96,   -0.12,-0.028700
1982-06-01,0.009600,-0.030800,   -0.51,    1.56,    0.09,    2.53,-0.021200
1982-07-01,0.010500,-0.032000,    1.01,    0.07,    1.00,    1.44,-0.021500
1982-08-01,0.007600,0.111500,   -4.46,    1.09,   -1.85,    0.17,0.119100
1982-09-01,0.005100,0.013200,    2.55,    0.23,    2.16,   -0.02,0.018300
1982-10-01,0.005900,0.112400,    1.96,   -3.62,    0.20,   -0.30,0.118300
1982-11-01,0.006300,0.046800,    4.39,   -1.80,   -1.02,    0.29,0.053100
1982-12-01,0.006700,0.005600,   -0.14,   -0.06,    0.00,    1.00,0.012300
1983-01-01,0.006900,0.035900,    3.41,   -0.72,   -1.52,   -0.56,0.042800
1983-02-01,0.006200,0.025900,    2.88,    0.66,   -0.36,    1.01,0.032100
1983-03-01,0.006300,0.028100,    1.37,    2.06,   -0.19,    2.80,0.034400
1983-04-01,0.007100,0.066500,    0.43,    0.43,   -0.07,    1.51,0.073600
1983-05-01,0.006900,0.005100,    6.26,   -1.40,   -1.81,   -1.43,0.012000
1983-06-01,0.006700,0.030700,    1.16,   -3.89,    2.55,   -0.78,0.037400
1983-07-01,0.007400,-0.040600,    1.05,    5.54,   -0.07,    2.88,-0.033200
1983-08-01,0.007600,-0.005000,   -4.32,    5.59,    0.52,    1.85,0.002600
1983-09-01,0.007600,0.009100,    0.30,    0.99,    1.21,    0.50,0.016700
1983-10-01,0.007600,-0.034300,   -3.75,    4.96,   -0.82,    3.00,-0.026700
1983-11-01,0.007000,0.021600,    1.87,   -0.73,   -0.68,    0.64,0.028600
1983-12-01,0.007300,-0.017700,   -0.42,    1.75,    1.55,    1.33,-0.010400
1984-01-01,0.007600,-0.019200,    0.00,    7.48,   -0.88,    2.88,-0.011600
1984-02-01,0.007100,-0.047600,   -1.58,    3.41,    1.04,    1.51,-0.040500
1984-03-01,0.007300,0.006500,   -0.25,    0.53,   -0.97,    1.15,0.013800
1984-04-01,0.008100,-0.005100,   -0.94,    1.19,    3.30,    0.77,0.003000
1984-05-01,0.007800,-0.059800,    0.14,    0.26,    2.41,   -0.51,-0.052000
1984-06-01,0.007500,0.018100,    0.16,   -2.75,    3.08,   -1.57,0.025600
1984-07-01,0.008200,-0.027200,   -2.21,    0.39,    3.52,   -2.16,-0.019000
1984-08-01,0.008300,0.102700,   -0.28,   -1.74,   -0.73,   -0.91,0.111000
1984-09-01,0.008600,-0.008000,   -0.04,    5.25,    1.37,    2.39,0.000600
1984-10-01,0.010000,-0.008400,   -1.34,    0.59,    1.14,   -1.04,0.001600
1984-11-01,0.007300,-0.017700,   -1.06,    3.87,    0.80,    1.95,-0.010400
1984-12-01,0.006400,0.018400,   -0.60,   -0.03,    1.08,   -1.41,0.024800
1985-01-01,0.006500,0.079700,    3.45,   -5.20,   -0.99,   -3.46,0.086200
1985-02-01,0.005800,0.012200,    0.91,   -0.36,    1.52,    1.16,0.018000
1985-03-01,0.006200,-0.008400,   -1.38,    4.01,    1.23,    2.86,-0.002200
1985-04-01,0.007200,-0.009600,   -0.14,    3.60,    1.62,    0.71,-0.002400
1985-05-01,0.006600,0.050700,   -2.36,   -0.98,    1.27,   -1.43,0.057300
1985-06-01,0.005500,0.012700,    0.21,    0.38,    1.69,   -1.02,0.018200
1985-07-01,0.006200,-0.007200,    2.85,   -1.62,   -0.36,   -0.37,-0.001000
1985-08-01,0.005500,-0.010100,   -0.30,    2.34,   -0.16,    1.93,-0.004600
1985-09-01,0.006000,-0.045000,   -1.84,    1.21,    1.11,    1.58,-0.039000
1985-10-01,0.006500,0.040000,   -1.47,    0.77,    0.88,   -1.06,0.046500
1985-11-01,0.006100,0.064600,   -0.05,   -2.91,    0.32,   -2.35,0.070700
1985-12-01,0.006500,0.038800,   -0.41,   -1.46,    0.96,   -1.77,0.045300
1986-01-01,0.005600,0.006500,    0.95,    0.46,   -1.99,   -1.99,0.012100
1986-02-01,0.005300,0.071400,   -0.72,   -0.63,    1.16,   -1.23,0.076700
1986-03-01,0.006000,0.049100,   -0.63,   -0.39,    1.00,    0.81,0.055100
1986-04-01,0.005200,-0.012800,    2.81,   -2.81,    2.90,   -0.10,-0.007600
1986-05-01,0.004900,0.046300,   -1.29,   -0.14,    2.07,    1.10,0.051200
1986-06-01,0.005200,0.010600,   -0.87,    1.20,    1.85,    0.83,0.015800
1986-07-01,0.005200,-0.064300,   -3.53,    4.66,   -0.55,    0.81,-0.059100
1986-08-01,0.004600,0.060700,   -4.34,    3.54,   -1.71,    3.32,0.065300
1986-09-01,0.004500,-0.085900,    2.10,    3.23,   -0.17,    3.71,-0.081400
1986-10-01,0.004600,0.046400,   -2.37,   -1.42,   -0.01,    1.01,0.051000
1986-11-01,0.003900,0.011600,   -1.86,   -0.02,    0.98,    0.70,0.015500
1986-12-01,0.004900,-0.032600,    0.19,    0.36,    0.87,    0.09,-0.027700
1987-01-01,0.004200,0.124400,   -1.61,   -3.18,    0.17,   -1.03,0.128600
1987-02-01,0.004300,0.043700,    3.36,   -5.86,   -0.79,   -2.55,0.048000
1987-03-01,0.004700,0.016300,    0.32,    1.66,    1.30,    4.17,0.021000
1987-04-01,0.004400,-0.020900,   -1.58,   -0.36,   -0.52,    1.16,-0.016500
1987-05-01,0.003800,0.001100,   -0.58,    0.22,    0.49,    1.13,0.004900
1987-06-01,0.004800,0.039100,   -2.11,    1.13,    1.56,    1.07,0.043900
1987-07-01,0.004600,0.038400,   -1.07,    0.94,   -0.65,    1.58,0.043000
1987-08-01,0.004700,0.035200,   -1.01,   -0.98,    2.11,   -1.55,0.039900
1987-09-01,0.004500,-0.025800,    0.45,    0.26,   -0.88,    1.82,-0.021300
1987-10-01,0.006000,-0.231900,   -7.91,    4.18,    2.29,    2.24,-0.225900
1987-11-01,0.003500,-0.077600,    2.78,    3.14,   -1.93,    0.60,-0.074100
1987-12-01,0.003900,0.068200,   -0.01,   -4.42,    3.13,   -2.46,0.072100
1988-01-01,0.002900,0.042100,   -0.56,    4.93,   -1.19,    2.10,0.045000
1988-02-01,0.004600,0.047700,    3.30,   -1.53,    1.51,    0.06,0.052300
1988-03-01,0.004400,-0.022600,    6.11,    0.86,   -0.23,    1.78,-0.018200
1988-04-01,0.004600,0.005600,    1.09,    1.51,   -0.09,    1.90,0.010200
1988-05-01,0.005100,-0.002700,   -2.52,    2.44,   -0.77,    0.30,0.002400
1988-06-01,0.004900,0.047800,    2.07,   -1.35,    1.52,   -3.52,0.052700
1988-07-01,0.005100,-0.012500,   -0.18,    2.18,   -0.49,    1.53,-0.007400
1988-08-01,0.005900,-0.033100,   -0.02,    2.14,   -0.85,    1.65,-0.027200
1988-09-01,0.006200,0.033100,   -1.38,   -0.75,    1.76,   -0.55,0.039300
1988-10-01,0.006100,0.011600,   -2.97,    2.03,    1.39,    0.99,0.017700
1988-11-01,0.005700,-0.022700,   -1.58,    1.47,   -0.36,    1.64,-0.017000
1988-12-01,0.006300,0.014800,    1.94,   -1.83,    0.69,   -0.38,0.021100
1989-01-01,0.005500,0.060600,   -2.26,    0.61,   -0.97,    0.11,0.066100
1989-02-01,0.006100,-0.022300,    2.70,    0.99,   -0.84,    1.88,-0.016200
1989-03-01,0.006700,0.015700,    0.68,    0.47,   -0.01,    0.65,0.022400
1989-04-01,0.006700,0.043500,   -0.75,   -1.48,    0.73,   -0.48,0.050200
1989-05-01,0.007900,0.032800,   -0.06,   -0.90,    0.45,   -0.26,0.040700
1989-06-01,0.007100,-0.013300,   -1.04,    2.21,    0.13,    1.52,-0.006200
