Ticker,Beta,Alpha,R²,Adj_R²,Std_Error,t_Statistic,p_value,F_Statistic,F_pvalue,N_Observations
OXY,0.9766232168637093,0.0012566901703218916,0.17454474662525396,0.1726161128556869,0.10265935627976247,9.513241191599347,1.357611270144138e-19,90.50175796954257,1.357611270144109e-19,430
PANW,1.102290100373919,0.010422725673571366,0.20515076526393194,0.20012007390484288,0.1726128698335779,6.385909123906435,1.8131412164878232e-09,40.77983533879145,1.8131412164878272e-09,160
PAYC,1.2498656771858745,0.01132577073232279,0.16893370609248506,0.16286752876469301,0.2368441912524475,5.2771641583291675,5.009043774569692e-07,27.848461553953985,5.009043774569663e-07,139
PAYX,0.8635614308173067,0.007706689507771329,0.2474026268940762,0.24564422181672585,0.07280321336295273,11.861584000586793,2.9556950506886595e-28,140.69717500297656,2.95569505068857e-28,430
PCAR,1.1476405841341442,0.004067990693101677,0.3521891732313133,0.35067559653325564,0.07523503266001283,15.254071721086808,2.888373409368019e-42,232.6867040720603,2.888373409368e-42,430
PCG,0.44418349662180645,0.0013203781082572132,0.04049270980354957,0.03825087034047381,0.10451442917263647,4.249972947640618,2.6260646813468087e-05,18.06227005567709,2.6260646813467884e-05,430
PEG,0.38066585964503774,0.004901380623147889,0.08265927266785213,0.08051595321146865,0.06129733480413138,6.210153522358059,1.2540549521822703e-09,38.566006771256205,1.2540549521822645e-09,430
PEP,0.5923968278487117,0.0032439124305192026,0.22679513916187208,0.22498858574869895,0.0528714543097713,11.20447386179104,9.995600170534032e-26,125.54023451955861,9.995600170534297e-26,430
PFE,0.65081197542415,0.002922419059763673,0.18318138539638792,0.18127293068937023,0.06642870631697693,9.797149628636143,1.3964162579913547e-20,95.98414084588534,1.3964162579913288e-20,430
PFG,1.6438839713444067,-0.0010992955084007019,0.38831977145089364,0.3861884814559491,0.12178608855659637,13.498126024307462,1.7456117883350728e-32,182.19940616808628,1.7456117883350714e-32,289
PG,0.40169857467332226,0.005115864355641078,0.10426931724482273,0.1021764885467965,0.05691003685256813,7.058483826217996,6.832479424528942e-12,49.82219392498105,6.832479424528961e-12,430
PGR,0.6852680351635294,0.010147733379853068,0.1370484590913362,0.13503221717332525,0.08311792938334663,8.244527266830936,2.053410416043649e-15,67.97222985351877,2.0534104160436195e-15,430
PH,1.275357359731156,0.004167070436615695,0.42054972721697526,0.4191958714394448,0.07236180913324833,17.624730158179023,1.1432359456047209e-52,310.63111314862505,1.1432359456047218e-52,430
PHM,1.1883850814100712,0.007263362328664787,0.20576782497992002,0.20391214232800392,0.1128548717430519,10.530206299961845,3.2675391384538825e-23,110.88524471975614,3.267539138453779e-23,430
PKG,0.9609589540602437,0.007038215067448621,0.2988116703586805,0.2965350848728321,0.08387799517710046,11.456627593819686,1.4959811928612254e-25,131.25431582347065,1.4959811928612245e-25,310
PLD,0.9805648632948114,0.003304199072187119,0.3229206060589254,0.3208934222447305,0.07769176942712443,12.621219345693884,3.975000408256374e-30,159.29517777211757,3.975000408256452e-30,336
PLTR,2.855048794354447,0.044949243598398594,0.19189810753270922,0.1784297426582544,0.7563723176518653,3.7746606105546787,0.00036962084937593994,14.248062724873021,0.00036962084937594054,62
PM,0.6985549891656181,0.0037994964935513685,0.2402321612965294,0.23661421920746528,0.08572664549819345,8.148633194568882,3.275196411110623e-14,66.40022293962986,3.275196411110608e-14,212
PNC,1.0256398958115205,0.0013928363001002777,0.31490174746695937,0.3133010506152466,0.07312433270239868,14.025972722180843,4.850858592592487e-37,196.72791080336114,4.85085859259246e-37,430
PNR,1.0704560166879658,0.002504247827076131,0.32524037194592403,0.3236638307588817,0.0745279651174662,14.363145632659922,1.8437276241759505e-38,206.29995246499783,1.84372762417595e-38,430
PNW,0.39989339351752845,0.005038417630830802,0.07137438621315813,0.06920470019963754,0.06972226397886942,5.735519340546992,1.840012362166831e-08,32.89618210578862,1.8400123621667926e-08,430
PODD,1.2833452281958426,0.011356975667779474,0.19765164993654838,0.19400461198171448,0.17432650354299517,7.361733311419991,3.585919477867222e-12,54.195117348470745,3.585919477867238e-12,222
POOL,0.9579406200593045,0.011514781023271846,0.21869321062861946,0.2165168685969443,0.09556184232130817,10.024300461249112,5.145795614797863e-21,100.48659973739922,5.145795614798224e-21,361
PPG,1.037163860134566,-0.0002470413870872502,0.43055663059406607,0.42922615543190257,0.057654819949777655,17.989196064405814,2.7166849990690016e-54,323.61117504363375,2.716684999069006e-54,430
PPL,0.4803157161299071,0.00332774592212458,0.12136076164051138,0.11930786622378353,0.06246993629288055,7.688749895277975,1.028877832114705e-13,59.116874952137096,1.028877832114702e-13,430
PRU,1.5412270870703542,-0.0014615526962179996,0.4832635006814648,0.48145039015754,0.09440321278737125,16.32600249042087,9.360382354097847e-43,266.5383573172283,9.360382354097782e-43,287
PSA,0.4523151760215417,0.007682960621829087,0.09684168753495176,0.09473150456190271,0.06676825749214034,6.774404380326778,4.144251654946613e-11,45.89255470819063,4.144251654946504e-11,430
PSKY,1.7807268448013511,-0.00826319535717262,0.37704554271902335,0.37441704289927236,0.14868062431997406,11.976858806895153,3.681540605497626e-26,143.44514688030205,3.6815406054977104e-26,239
PSX,1.2718239077155788,0.00047356503970273287,0.33083144728637354,0.32667512087200323,0.14255367434068267,8.921719581047793,9.737006742511463e-16,79.5970802828516,9.737006742511459e-16,163
PTC,1.687347910653475,0.003778472972659269,0.3171526643482425,0.3155572266481216,0.11967691377102141,14.099193048058444,2.3902135298245406e-37,198.78724460641956,2.3902135298245347e-37,430
PWR,1.4226054727072035,0.011321289860265503,0.2380957932243171,0.2357939678262032,0.1398765148231677,10.170438364908257,2.5337015466408413e-21,103.43781653439778,2.5337015466408368e-21,333
PYPL,1.2929723909723057,-0.006199030075025136,0.371949996656879,0.36680204580980424,0.15211224205213345,8.500120526322695,5.5532516642442256e-14,72.25204896201242,5.5532516642441644e-14,124
QCOM,1.3905975997336926,0.01088204725143375,0.18564621959342795,0.18363546951834997,0.14472297025153402,9.608686149246253,7.919468630792408e-20,92.32684951471683,7.919468630790382e-20,407
RCL,2.0521362330069994,0.0027119184460001056,0.3984748522367012,0.39692851509592153,0.12783736869658824,16.05271020461615,7.407755139890517e-45,257.68950491338757,7.407755139891271e-45,391
REG,0.7835801459225588,0.0025210137261467164,0.23158930025346408,0.2295830059982512,0.0729325658844803,10.743899332483252,1.0355447634517094e-23,115.43137286653408,1.035544763451794e-23,385
REGN,1.2713074682583345,0.017586049390177452,0.048905715417142975,0.04660282368691815,0.2758719534775701,4.608324449921651,5.417444560693561e-06,21.23665423574569,5.41744456069339e-06,415
RF,1.055038649417769,0.00032365753062007195,0.2642614766174156,0.26254246137586756,0.08509250414876111,12.398726068436307,2.243921973325545e-30,153.72840812012203,2.2439219733255036e-30,430
RJF,1.304524324982403,0.006167450234905416,0.40326966592998253,0.40187543617748256,0.07670462958512218,17.00711328688082,6.283497585225864e-50,289.24190235279804,6.283497585225842e-50,430
RL,1.2291136176575232,0.0029568076740663536,0.3277693818659133,0.32578640069147646,0.09560203457816961,12.856563388852678,4.370304189345072e-31,165.29122217158704,4.370304189345085e-31,341
RMD,0.79152178715144,0.013965540192541048,0.11401378016078258,0.11157304677279567,0.11580954947706967,6.834684969637685,3.4865984967564413e-11,46.71291863419128,3.486598496756405e-11,365
ROK,1.0768329516117503,0.007423506675215175,0.1495238025266063,0.14753670860727597,0.124137320633913,8.674530319430552,8.724596057528982e-17,75.24747626271993,8.724596057528825e-17,430
ROL,0.46921874155967125,0.008168615969438294,0.09901920667752125,0.09691411136602013,0.06841502832951417,6.858416242988689,2.446125333834508e-11,47.03787336209107,2.4461253338344592e-11,430
ROP,0.9022979363888073,0.00819337432514212,0.21077221421799658,0.20881383261555986,0.08697450094098165,10.37428127355488,1.6575299820111767e-22,107.6257119428315,1.6575299820112587e-22,405
ROST,0.9433473890383572,0.011161368629077281,0.14945066761506687,0.147463402819775,0.10878038499993185,8.67203576305552,8.888740150534271e-17,75.20420427571393,8.888740150534136e-17,430
RSG,0.6504890132227915,0.006333366274514583,0.15717338061291802,0.15458802288473694,0.08342779980071786,7.797029464717998,8.616079798218303e-14,60.79366847368065,8.616079798218182e-14,328
RTX,0.9815897959708879,0.0034406623147415095,0.3920139912678769,0.3905934632100916,0.05908866246474854,16.612151215243543,3.4752682607643935e-48,275.96356799811747,3.4752682607643953e-48,430
RVTY,1.1440101699866352,0.0006639885478076837,0.2693472185247377,0.26764008585773935,0.09107669744605568,12.560953592594059,5.038173898889223e-31,157.7775551553016,5.0381738988893545e-31,430
SBAC,1.2679870292260795,0.015616957913812393,0.10136262850537701,0.09850981145301319,0.2127222117525946,5.96076459895408,6.724443996720375e-09,35.5307146041442,6.7244439967204675e-09,317
